Column1;Column2;Column3;Column4
Gillardite;Cu2+3Ni2+Cl2(OH)6;Cu Ni Cl O H;hexagonal
Gillespite;BaFe2+Si4O10;Ba Fe Si O;orthorhombic|tetragonal
Gillulyite;Tl2As7.5Sb0.3S13;Tl As Sb S;monoclinic
Gilmarite;Cu2+3(As5+O4)(OH)3;Cu As O H;triclinic
Ginelfite;Ag1+2(Ag1+0.5Fe2+0.5)Tl1+Pb2+23.5(Sb3+,As3+)33.5S2-76;Ag Fe Tl Pb Sb As S;triclinic
Giniite;Fe2+Fe3+4(PO4)4(OH)2·2H2O;Fe P O H;monoclinic|orthorhombic
Ginorite;Ca2B14O20(OH)6·5H2O;Ca B O H;
Giorgiosite;Mg5(CO3)4(OH)2·5H2O;Mg C O H;
Giraudite-(Zn);Cu1+6(Cu1+4Zn2+2)As3+4Se2-13;Cu Zn As Se;cubic
Girvasite;NaCa2Mg3(PO4)3(CO3)(H2O)6;Na Ca Mg P O C H;monoclinic
Gismondine-Ca;Ca2(Si4Al4)O16·8H2O;Ca Si Al O H;monoclinic
Gismondine-Sr;Sr4(Si8Al8O32)·9H2O;Sr Si Al O H;orthorhombic
Gittinsite;CaZr4+Si2O7;Ca Zr Si O;monoclinic
Giu?c?ite;Ag1+2Tl1+4Pb2+4As3+20Sb3+2S2-40;Ag Tl Pb As Sb S;monoclinic
Giuseppettite;Na42K16Ca6Si48Al48O192(S6+O4)10Cl2·5H2O;Na K Ca Si Al O S Cl H;hexagonal
Gjerdingenite-Ca;K2Ca(Nb5+,Ti4+)4(Si4O12)2(O,OH)4·6H2O;K Ca Nb Ti Si O H;monoclinic
Gjerdingenite-Fe;K2Fe2+(Nb5+,Ti4+)4(Si4O12)2(O,OH)4·6H2O;K Fe Nb Ti Si O H;monoclinic
Gjerdingenite-Mn;K2Mn2+(Nb5+,Ti4+)4(Si4O12)2(O,OH)4·6H2O;K Mn Nb Ti Si O H;monoclinic
Gjerdingenite-Na;(K,Na)2Na(Nb5+,Ti4+)4(Si4O12)2(OH,O)4·5H2O;K Na Nb Ti Si O H;monoclinic
Gladite;Cu1+Pb2+Bi3+5S2-9;Cu Pb Bi S;orthorhombic
Gladiusite;Fe3+2Fe2+4PO4(OH)11·H2O;Fe P O H;monoclinic
Gladkovskyite;Mn2+Tl1+As3+3S2-6;Mn Tl As S;
Glagolevite;Na(Mg,Al)6(Si3Al)O10(OH,O)8;Na Mg Al Si O H;triclinic
Glauberite;Na2Ca(S6+O4)2;Na Ca S O;monoclinic
Glaucocerinite;"Zn2+1-xAlx(S6+O4)x/2(OH)2·nH2O  (x&lt;0.5, n&gt;3x/2)";Zn Al S O H;hexagonal
Glaucochroite;CaMn2+SiO4;Ca Mn Si O;orthorhombic
Glaucodot;Co3+Fe3+(AsS)3-2;Co Fe As S;orthorhombic
Glaucophane;[box]Na2(Mg3Al2)Si8O22(OH)2;Na Mg Al Si O H;monoclinic
Glaukosphaerite;Cu2+Ni2+CO3(OH)2;Cu Ni C O H;monoclinic
Glecklerite;Na(C2H3O3)1-;Na C H O;orthorhombic
Glikinite;Zn2+3O(S6+O4)2;Zn O S;monoclinic
Glucine;CaBe4(PO4)2(OH)4·0.5H2O;Ca Be P O H;
Glushinskite;Mg(C2)6+O4·2H2O;Mg C O H;monoclinic
Gmalimite;K6[box]Fe2+24S2-27;K Fe S;cubic
Gmelinite-Ca;Ca2(Si8Al4)O24·11H2O;Ca Si Al O H;hexagonal
Gmelinite-K;K4(Si8Al4)O24·11H2O;K Si Al O H;hexagonal
Gmelinite-Na;Na4(Si8Al4)O24·11H2O;Na Si Al O H;hexagonal
Gobbinsite;Na5(Si11Al5)O32·11H2O;Na Si Al O H;orthorhombic
Gobelinite;Co2+Cu2+4(S6+O4)2(OH)6·6H2O;Co Cu S O H;monoclinic
Godlevskite;(Ni,Fe)9S8;Ni Fe S;orthorhombic|tetragonal
Godovikovite;(N3-H4)Al(S6+O4)2;N H Al S O;hexagonal
Goedkenite;Sr2Al(PO4)2(OH);Sr Al P O H;monoclinic
Goethite;Fe3+O(OH);Fe O H;orthorhombic
Gold;Au;Au;cubic
Goldfieldite;(Cu1+4[box]2)Cu1+6Te4+4S2-13;Cu Te S;cubic
Goldhillite;Cu2+5Zn2+(As5+O4)2(OH)6·H2O;Cu Zn As O H;monoclinic
Goldichite;KFe3+(S6+O4)2·4H2O;K Fe S O H;monoclinic
Goldmanite;Ca3V3+2(SiO4)3;Ca V Si O;cubic
Goldquarryite;Cu2+Cd2+2Al3(PO4)4F3·10H2O;Cu Cd Al P O F H;triclinic
Goldschmidtite;KNb5+O3;K Nb O;cubic
Golyshevite;Na10Ca9Zr4+3Fe2+2SiNb5+(Si3O9)2(Si9O27)2(OH)3(CO3)·H2O;Na Ca Zr Fe Si Nb O H C;hexagonal
Gonnardite;(Na,Ca)2(Si,Al)5O10·3H2O;Na Ca Si Al O H;tetragonal
Gonyerite;Mn2+5Fe3+(Si3Fe3+O10)(OH)8;Mn Fe Si O H;orthorhombic
Goosecreekite;Ca(Si6Al2)O16·5H2O;Ca Si Al O H;monoclinic
Gorbunovite;CsLi2(Ti3+,Fe3+)Si4O10(F,OH,O)2;Cs Li Ti Fe Si O F H;monoclinic
Gorceixite;BaAl3(PO4)(PO3OH)(OH)6;Ba Al P O H;hexagonal|monoclinic
Gordaite;NaZn2+4(S6+O4)(OH)6Cl·6H2O;Na Zn S O H Cl;hexagonal
Gordonite;MgAl2(PO4)2(OH)2·8H2O;Mg Al P O H;triclinic
Gorerite;CaAlFe3+11O19;Ca Al Fe O;hexagonal
G?rgeyite;K2Ca5(S6+O4)6·H2O;K Ca S O H;monoclinic
Gormanite;Fe2+3Al4(PO4)4(OH)6·2H2O;Fe Al P O H;triclinic
Gortdrumite;Cu24Fe2Hg9S23;Cu Fe Hg S;orthorhombic
Goryainovite;Ca2(PO4)Cl;Ca P O Cl;orthorhombic
Goslarite;Zn2+S6+O4·7H2O;Zn S O H;orthorhombic
Gottardiite;Na3Mg3Ca5Al19Si117O272·93H2O;Na Mg Ca Al Si O H;orthorhombic
Gottlobite;CaMg(V5+O4)(OH);Ca Mg V O H;orthorhombic
G?tzenite;Ca4NaCa2Ti4+(Si2O7)2(OF)F2;Ca Na Ti Si O F;triclinic
Goudeyite;Cu2+6Al(As5+O4)3(OH)6·3H2O;Cu Al As O H;hexagonal
Gowerite;Ca[B5O8(OH)][B(OH)3]·3H2O;Ca B O H;monoclinic
Goyazite;SrAl3(PO4)(PO3OH)(OH)6;Sr Al P O H;hexagonal
Graemite;Cu2+Te4+O3·H2O;Cu Te O H;orthorhombic
Graeserite;Fe3+4Ti4+3As3+O13(OH);Fe Ti As O H;monoclinic
Graftonite;Fe2+Fe2+2(PO4)2;Fe P O;monoclinic
Graftonite-(Ca);CaFe2+2(PO4)2;Ca Fe P O;monoclinic
Graftonite-(Mn);Mn2+Fe2+2(PO4)2;Mn Fe P O;monoclinic
Grahampearsonite;Ca2P2O7;Ca P O;tetragonal
Gramaccioliite-(Y);(Pb2+,Sr)(Y,Mn2+)Fe3+2(Ti4+,Fe3+)18O38;Pb Sr Y Mn Fe Ti O;hexagonal
Grammatikopoulosite;NiVP;Ni V P;orthorhombic
Grandaite;Sr2+2Al(As5+O4)2(OH);Sr Al As O H;monoclinic
Grandidierite;MgAl3O2(BO3)SiO4;Mg Al O B Si;orthorhombic
Grandreefite;Pb2+2(S6+O4)F2;Pb S O F;monoclinic
Grandviewite;Cu2+3Al2(S6+O4)(OH)10·H2O;Cu Al S O H;triclinic|monoclinic
Grantsite;(Na,Ca)2+x(V5+,V4+)6O16·4H2O;Na Ca V O H;monoclinic
Graphite;C;C;orthorhombic|hexagonal
Gra?ianite;Mn2+Bi3+2S2-4;Mn Bi S;monoclinic
Gratonite;Pb2+9As3+4S2-15;Pb As S;hexagonal
Grattarolaite;Fe3+3O3PO4;Fe O P;hexagonal
Graulichite-(Ce);Ce3+Fe3+3(As5+O4)2(OH)6;Ce Fe As O H;hexagonal
Graulichite-(La);LaFe3+3(As5+O4)2(OH)6;La Fe As O H;hexagonal
Gravegliaite;Mn2+S4+O3·3H2O;Mn S O H;orthorhombic
Grayite;(Th3+,Pb2+,Ca)(PO4)·H2O;Th Pb Ca P O H;
Grechishchevite;Hg2+3S2-2BrCl0.5I1-0.5;Hg S Br Cl I;orthorhombic
Greenalite;(Fe2+,Fe3+)2-3Si2O5(OH)4;Fe Si O H;monoclinic
Greenlizardite;(N3-H4)Na(U6+O2)2(S6+O4)2(OH)2·4H2O;N H Na U O S;triclinic
Greenockite;Cd2+S2-;Cd S;hexagonal
Greenwoodite;Ba2-x(V3+OH)xV3+9(Fe3+,Fe2+)2Si2O22;Ba V O H Fe Si;hexagonal
Gregoryite;Na2CO3;Na C O;
Greifensteinite;Ca2Fe2+5Be4(PO4)6(OH)4·6H2O;Ca Be Fe P O H;monoclinic
Greigite;Fe2+Fe3+2S4;Fe S;cubic
Grenmarite;Na2Zr4+2Na2Mn2+Zr4+(Si2O7)2O2F2;Na Zr Mn Si O F;monoclinic
Grguricite;CaCr3+2(CO3)2(OH)4·4H2O;Ca Cr C O H;triclinic
Griceite;LiF;Li F;cubic
Griffinite;Al2Ti4+O5;Al Ti O;orthorhombic
Grigorievite;Cu2+3Fe3+2Al2(V5+O4)6;Cu Fe Al V O;triclinic
Grimaldiite;Cr3+O(OH);Cr O H;hexagonal
Grimmite;Ni2+Co3+2S2-4;Ni Co S;cubic
Grimselite;K3Na(U6+O2)(CO3)3·H2O;K Na U O C H;hexagonal
Griphite;Ca(Mn2+,Na,Li)6Fe2+Al2(PO4)6(F,OH)2;Ca Mn Na Li Fe Al P O F H;cubic
Grischunite;NaCa2Mn2+5Fe3+(As5+O4)6·2H2O;Na Ca Mn Fe As O H;orthorhombic
Groatite;[box]NaCaMn2+2(PO4)(HPO4)2;Na Ca Mn P O H;monoclinic
Grokhovskyite;CuCrS2;Cu Cr S;hexagonal
Grootfonteinite;Pb2+3O(CO3)2;Pb O C;hexagonal
Grossite;CaAl4O7;Ca Al O;monoclinic
Grossmanite;Ca(Ti3+,Mg,Ti4+)AlSiO6;Ca Ti Mg Al Si O;monoclinic
Grossular;Ca3Al2(SiO4)3;Ca Al Si O;triclinic|cubic
Groutite;Mn3+O(OH);Mn O H;orthorhombic
Grumantite;NaSi2O4(OH)·H2O;Na Si O H;orthorhombic
Grumiplucite;Hg2+Bi3+2S2-4;Hg Bi S;monoclinic
Grundmannite;Cu1+Bi3+Se2-2;Cu Bi Se;orthorhombic
Grunerite;[box]Fe2+2Fe2+5Si8O22(OH)2;Fe Si O H;monoclinic
Gruzdevite;Cu1+6Hg2+3Sb3+4S2-12;Cu Hg Sb S;hexagonal
Guanacoite;MgCu2+2Mg2(As5+O4)2(OH)4(H2O)4;Cu Mg O H As;monoclinic
Guanajuatite;Bi3+2Se2-3;Bi Se;orthorhombic
Guangyuanite;Pb2+3Cl3(Se4+O3)(OH);Pb Cl Se O H;orthorhombic
Guanine;C5H3(NH2)N4O;C H N O;monoclinic
Guarinoite;Zn2+6S6+O4(OH)10·5H2O;Zn S O H;hexagonal
Guastoniite-(Y);Pb2+4(YCa)(Si8B4O28)F;Pb Y Ca Si B O F;triclinic
Gudmundite;Fe3+(SbS)3-;Fe Sb S;monoclinic
Gu?rinite;Ca6(HAs5+O4)3(As5+O4)2·10.5H2O;Ca H As O;monoclinic
Guettardite;Pb2+Sb3+As3+S2-4;Pb Sb As S;monoclinic
Gugiaite;Ca2BeSi2O7;Ca Be Si O;tetragonal
Guidottiite;Mn2+2Fe3+(SiFe3+)O5(OH)4;Mn Fe Si O H;hexagonal
Guildite;Cu2+Fe3+(S6+O4)2(OH)·4H2O;Cu Fe S O H;monoclinic
Guilleminite;Ba(U6+O2)3(Se4+O3)2O2·3H2O;Ba U O Se H;orthorhombic
Guimar?esite;Ca2Zn2+5Be4(PO4)6(OH)4·6H2O;Ca Be Zn P O H;monoclinic
Guite;Co2+Co3+2O4;Co O;cubic
Guixiangite;Ni3+(BiS)3-;Ni Bi S;cubic
Gungerite;TlAs5Sb4S13;Tl As Sb S;orthorhombic
Gunmaite;(Na2Sr)Sr2Al10(PO4)4F14(OH)12;Na Sr Al P O F H;hexagonal
Gunningite;Zn2+S6+O4·H2O;Zn S O H;monoclinic
G?nterblassite;(K,Ca,Ba,Na,[box])3Fe2+[(Si,Al)13O25(OH,O)4]·7H2O;K Ca Ba Na Fe Si Al O H;orthorhombic
Gunterite;Na4Ca[V5+10O28]·20H2O;Na Ca V O H;monoclinic
Gupeiite;Fe3Si;Fe Si;cubic
Gurimite;Ba3(V5+O4)2;Ba V O;hexagonal
Gurzhiite;Al(U6+O2)(S6+O4)2F·10H2O;Al U O S F H;triclinic
Gustavite;Ag1+Pb2+Bi3+3S2-6;Ag Pb Bi S;orthorhombic|monoclinic
Gutkovaite-Mn;CaK2Mn2+(Ti4+,Nb5+)4(Si4O12)2(O,OH)4·5H2O;Ca K Mn Ti Nb Si O H;monoclinic
Guyanaite;Cr3+O(OH);Cr O H;orthorhombic
Gwihabaite;(N3-H4)N5+O3;N H O;orthorhombic
Gypsum;CaS6+O4·2H2O;Ca S O H;monoclinic
Gyrolite;NaCa16(Si23Al)O60(OH)8·14H2O;Na Ca Si Al O H;triclinic
Gysinite-(Ce);Pb2+Ce3+(CO3)2(OH)(H2O);Pb Ce C O H;orthorhombic
Gysinite-(La);Pb2+La(CO3)2(OH)·H2O;Pb La C O H;orthorhombic
Gysinite-(Nd);Pb2+Nd(CO3)2(OH)·H2O;Pb Nd C O H;orthorhombic
Haapalaite;2[(Fe2+,Ni2+)S2-]·1.61[(Mg,Fe2+)(OH)2];Fe Ni S Mg O H;hexagonal
Hafnon;Hf4+SiO4;Hf Si O;tetragonal
Hagendorfite;Na2Mn2+Fe2+Fe3+(PO4)3;Na Mn Fe P O;monoclinic
Haggertyite;BaMgFe2+4Fe3+2Ti4+5O19;Ba Fe Ti Mg O;hexagonal
H?ggite;V3+V4+O2(OH)3;V O H;monoclinic
Hagstromite;Pb2+8Cu2+(Te6+O6)2(CO3)Cl4;Pb Cu Te O C Cl;orthorhombic
Haidingerite;Ca(As5+O3OH)·H2O;Ca As O H;orthorhombic
Haigerachite;KFe3+3(H2PO4)6(HPO4)2·4H2O;K Fe H P O;monoclinic
Haineaultite;(Na,Ca)5Ca(Ti4+,Nb5+)5Si12O34(OH,F)8·5H2O;Na Ca Ti Nb Si O H F;orthorhombic
Hainite-(Y);Ca2(CaY)Na(NaCa)Ti4+(Si2O7)2(OF)F2;Ca Y Na Ti Si O F;triclinic
Haitaite-(La);LaU4+Fe3+2(Ti4+13Fe2+4Fe3+)O38;La U Fe Ti O;hexagonal
Haiweeite;Ca(U6+O2)2Si5O12(OH)2·6H2O;Ca U O Si H;orthorhombic
Hakite-(Cd);Cu1+6(Cu1+4Cd2+2)Sb3+4Se2-13;Cu Cd Sb Se;cubic
Hakite-(Fe);Cu1+6(Cu1+4Fe2+2)Sb3+4Se2-13;Cu Fe Sb Se;cubic
Hakite-(Hg);Cu1+6(Cu1+4Hg2+2)Sb3+4Se2-13;Cu Hg Sb Se;cubic
Hakite-(Zn);Cu1+6(Cu1+4Zn2+2)Sb3+4Se2-13;Cu Zn Sb Se;cubic
Halamishite;Ni5P4;Ni P;hexagonal
H?leniusite-(Ce);Ce3+OF;Ce O F;cubic
H?leniusite-(La);LaOF;La O F;cubic
Halilsarpite;[Mg(H2O)6][CaAs3+2(Fe3+2.67Mo6+0.33)(As5+O4)2O7];Mg H O Ca As Fe Mo;orthorhombic
Halite;NaCl;Na Cl;cubic
Hallimondite;Pb2+2(U6+O2)(As5+O4)2·nH2O;Pb U O As H;triclinic
Halloysite;Al2Si2O5(OH)4;Al Si O H;monoclinic
Halotrichite;Fe2+Al2(S6+O4)4·22H2O;Fe Al S O H;monoclinic
Halurgite;Mg4[B8O13(OH)2]2·7H2O;Mg B O H;
Hambergite;Be2BO3(OH);Be B O H;orthorhombic
Hammarite;Cu1+2Pb2+2Bi3+4S2-9;Cu Pb Bi S;orthorhombic
Hanahanite;[Zn2+8(OH)14(S6+O4)]·3H2O;Zn O H S;hexagonal
Hanauerite;Ag1+Hg2+S2-I1-;Ag Hg S I;orthorhombic
Hanawaltite;Hg1+6Hg2+O3Cl2;Hg O Cl;orthorhombic
Hancockite;CaPb2+Fe3+Al2(Si2O7)(SiO4)O(OH);Ca Pb Al Fe Si O H;monoclinic
Hanjiangite;Ba2Ca(V3+Al)(AlSi3O10)(OH)2F(CO3)2;Ba Ca V Al Si O H F C;monoclinic
Hanksite;KNa22(S6+O4)9(CO3)2Cl;K Na S O C Cl;hexagonal
Hannayite;(N3-H4)2Mg3(PO3OH)4·8H2O;N H Mg P O;triclinic
Hannebachite;(CaS4+O3)2·H2O;Ca S O H;orthorhombic
Hansblockite;(Cu1+,Hg2+)(Bi3+,Pb2+)Se2-2;Cu Hg Bi Pb Se;monoclinic
Hansesmarkite;Ca2Mn2+2Nb5+6O19·20H2O;Ca Mn Nb O H;triclinic
Hanswilkeite;KFe3+S2-2;K Fe S;monoclinic
Hapkeite;Fe2Si;Fe Si;cubic
Haradaite;SrV4+Si2O7;Sr V Si O;orthorhombic
Hardystonite;Ca2Zn2+Si2O7;Ca Zn Si O;tetragonal
Harkerite;Ca48Mg16[AlSi4O15(OH)]4(BO3)16(CO3)16·2(H2O,HCl);Ca Mg Al Si O H B C Cl;hexagonal
Harmotome;Ba2(Si12Al4)O32·12H2O;Ba Si Al O H;monoclinic
Harmunite;CaFe3+2O4;Ca Fe O;orthorhombic
Harrisonite;CaFe2+6(SiO4)2(PO4)2;Ca Fe Si O P;hexagonal
Harstigite;Ca6Mn2+Be4(SiO4)2(Si2O7)2(OH)2;Ca Be Mn Si O H;orthorhombic
Hasanovite;KNa(Mo6+O2)(S6+O4)2;K Na Mo O S;monoclinic
Hashemite;BaCr6+O4;Ba Cr O;orthorhombic
Hastingsite;NaCa2(Fe2+4Fe3+)(Si6Al2)O22(OH)2;Na Ca Fe Si Al O H;monoclinic
Hatchite;Ag1+Pb2+Tl1+As3+2S2-5;Ag Tl Pb As S;triclinic
Hatertite;NaNaCa(Cu2+Fe3+)(As5+O4)3;Na Ca Cu Fe As O;monoclinic
Hatrurite;Ca3SiO5;Ca Si O;hexagonal|monoclinic
Hauchecornite;Ni9BiSbS8;Ni Bi Sb S;tetragonal
Hauckite;Fe3+3Mg24Zn2+18(S6+O4)4(CO3)2(OH)81;Fe Mg Zn S O C H;hexagonal
Hauerite;Mn2+(S2)2-;Mn S;cubic
Hausmannite;Mn2+Mn3+2O4;Mn O;tetragonal
Ha?yne;Na3Ca(Si3Al3)O12(S6+O4);Na Ca Si Al O S;cubic
Hawleyite;Cd2+S2-;Cd S;cubic
Hawthorneite;BaMgTi4+3Cr3+4Fe2+2Fe3+2O19;Ba Mg Ti Cr Fe O;hexagonal
Haxonite;(Fe,Ni)23C6;Fe Ni C;cubic
Haycockite;Cu4Fe5S8;Cu Fe S;orthorhombic
Haydeeite;Cu2+3Mg(OH)6Cl2;Cu Mg O H Cl;hexagonal
Hayelasdiite;[Pb2+4O1.5(OH)2.5]2[Cu1+5(S6+O3S2-)4(S6+O3S2-H)2(H2O)]·4H2O;Pb O H Cu S;triclinic
Haynesite;(U6+O2)3(Se4+O3)2(OH)2·5H2O;U O Se H;orthorhombic
Haywoodite;[Pb2+(H2O)10][Zn2+12(OH)20(H2O)(S6+O4)3];Pb H O Zn S;triclinic
Hayyanite;Cu1+5Ag1+11Pb2+76Sb3+71As3+17As2+8S2-224;Cu Ag Pb Sb As S;monoclinic
Hazenite;KNaMg2(PO4)2·14H2O;K Na Mg P O H;orthorhombic
Heamanite-(Ce);(K0.5Ce3+0.5)Ti4+O3;K Ce Ti O;cubic
Heazlewoodite;Ni3S2;Ni S;hexagonal
Hechtsbergite;Bi3+2O(V5+O4)(OH);Bi O V H;monoclinic
Hectorfloresite;Na9(I5+O3)(S6+O4)4;Na I O S;monoclinic
Hectorite;Na0.3(Mg,Li)3Si4O10(F,OH)2·nH2O;Na Mg Li Si O F H;
Hedegaardite;(Ca,Na)9(Ca,Na)Mg(PO4)6(PO3OH);Ca Na Mg P O H;hexagonal
Hedenbergite;CaFe2+Si2O6;Ca Fe Si O;monoclinic
Hedleyite;Bi7Te3;Bi Te;hexagonal
Hedyphane;Ca2Pb2+3(As5+O4)3Cl;Ca Pb As O Cl;hexagonal
Heflikite;Ca2(Al2Sc)(Si2O7)(SiO4)O(OH);Ca Al Sc Si O H;monoclinic
Heftetjernite;ScTa5+O4;Sc Ta O;monoclinic
Heideite;(Fe2+,Cr2+)1.15(Ti3+,Fe2+)2S2-4;Fe Cr Ti S;monoclinic
Heidornite;Na2Ca3B5O8(S6+O4)2(OH)2Cl;Na Ca B O S H Cl;monoclinic
Heimaeyite;Na3Al(S6+O4)3;Na Al S O;hexagonal
Heimite;Pb2+Cu2+2(As5+O4)(OH)3·2H2O;Pb Cu As O H;monoclinic
Heinrichite;Ba(U6+O2)2(As5+O4)2·10H2O;Ba U O As H;monoclinic
Heisenbergite;U6+O2(OH)2·H2O;U O H;orthorhombic
Hejtmanite;Ba2Mn2+4Ti4+2(Si2O7)2O2(OH)2F2;Ba Mn Ti Si O H F;monoclinic
Heklaite;KNaSiF6;K Na Si F;orthorhombic
Hellandite-(Ce);(Ca,REE)4Ce3+2Al[box]2(B4Si4O22)(OH)2;Ca REE Ce Al B Si O H;monoclinic
Hellandite-(Y);(Ca,REE)4Y2Al[box]2(B4Si4O22)(OH)2;Ca REE Y Al B Si O H;monoclinic
Hellyerite;Ni2+CO3·6H2O;Ni C O H;
Helmutwinklerite;Pb2+Zn2+2(As5+O4)2·2H2O;Pb Zn As O H;triclinic
Helvine;Mn2+4(BeSiO4)3S2-;Be Mn Si O S;cubic
Hematite;Fe3+2O3;Fe O;hexagonal
Hematolite;(Mn2+,Mg,Al)15(As3+O3)(As5+O4)2(OH)23;Mn Mg Al As O H;hexagonal
Hematophanite;Pb2+4Fe3+3O8(Cl,OH);Pb Fe O Cl H;tetragonal
Hemihedrite;Pb2+10Zn2+(Cr6+O4)6(SiO4)2(OH)2;Zn Pb Cr O Si H;triclinic
Hemimorphite;Zn2+4Si2O7(OH)2·H2O;Zn Si O H;orthorhombic
Hemleyite;Fe2+SiO3;Fe Si O;hexagonal
Hemloite;(Ti4+,V3+,Fe3+,Al)12As3+2O23(OH);Ti V Fe Al As O H;triclinic
Hemusite;Cu1+4Cu2+2Sn4+Mo4+S2-8;Cu Sn Mo S;cubic
Hendekasartorite;Tl1+2Pb2+48As3+82S2-172;Tl Pb As S;monoclinic
Hendersonite;Ca1.3(V5+,V4+)6O16·6H2O;Ca V O H;
Hendricksite;KZn2+3(Si3Al)O10(OH)2;K Zn Si Al O H;monoclinic
Heneuite;CaMg5(PO4)3(CO3)(OH);Ca Mg P O C H;triclinic
Henmilite;Ca2Cu2+[B(OH)4]2(OH)4;Ca Cu B O H;triclinic
Hennomartinite;SrMn3+2Si2O7(OH)2·H2O;Sr Mn Si O H;orthorhombic
Henritermierite;Ca3Mn3+2(SiO4)2(OH)4;Ca Mn Si O H;cubic|tetragonal
Henryite;(Cu,Ag)3+xTe2 (x~0.4);Cu Ag Te;cubic
Henrymeyerite;Ba(Ti4+7Fe2+)O16;Ba Ti Fe O;tetragonal
Henrysunite;Na2(C2H3O3)2(H2O);Na C H O;orthorhombic
Hentschelite;Cu2+Fe3+2(PO4)2(OH)2;Cu Fe P O H;monoclinic
Hephaistosite;Tl1+Pb2+2Cl5;Tl Pb Cl;monoclinic
Heptasartorite;Tl1+7Pb2+22As3+55S2-108;Tl Pb As S;monoclinic
Herbertsmithite;Cu2+3Zn2+(OH)6Cl2;Cu Zn O H Cl;hexagonal
Hercynite;Fe2+Al2O4;Fe Al O;cubic
Herderite;CaBePO4F;Ca Be P O F;monoclinic
Hereroite;[Pb2+32(O,[box])21](As5+O4)2[(Si,As5+,V5+,Mo6+)O4]2Cl10;Pb O As Si V Mo Cl;monoclinic
Hermannjahnite;Cu2+Zn2+(S6+O4)2;Cu Zn S O;monoclinic
Hermannroseite;CaCu2+(PO4)(OH);Ca Cu P O H;orthorhombic
Herzenbergite;SnS;Sn S;orthorhombic
Hessite;Ag2Te;Ag Te;monoclinic
Hetaerolite;Zn2+Mn3+2O4;Zn Mn O;tetragonal
Heterogenite;Co3+O(OH);Co O H;hexagonal
Heteromorphite;Pb2+7Sb3+8S2-19;Pb Sb S;monoclinic
Heterosite;Fe3+[box]PO4;Fe P O;orthorhombic
Heulandite-Ba;(Ba,Ca,K)5(Si27Al9)O72·22H2O;Ba Ca K Si Al O H;monoclinic
Heulandite-Ca;(Ca,Na,K)5(Si27Al9)O72·26H2O;Ca Na K Si Al O H;monoclinic
Heulandite-K;(K,Ca,Na)5(Si27Al9)O72·26H2O;K Ca Na Si Al O H;
Heulandite-Na;(Na,Ca,K)6(Si,Al)36O72·22H2O;Na Ca K Si Al O H;monoclinic
Heulandite-Sr;(Sr,Ca,Na)5(Si27Al9)O72·24H2O;Sr Ca Na Si Al O H;monoclinic
Hewettite;CaV5+6O16·9H2O;Ca V O H;monoclinic
Hexacelsian;BaAl2Si2O8;Ba Al Si O;hexagonal
Hexaferrum;(Fe,Os,Ru,Ir);Fe Os Ru Ir;hexagonal
Hexahydrite;MgS6+O4·6H2O;Mg S O H;monoclinic
Hexahydroborite;Ca[B(OH)4]2·2H2O;Ca B O H;monoclinic
Hexamolybdenum;(Mo,Ru,Fe,Ir,Os);Mo Ru Fe Ir Os;hexagonal
Hexathioplumbite;[Pb2+4(OH)4]Pb2+(S6+O3S2-)3;Pb O H S;hexagonal
Heyerdahlite;Na3Mn2+7Ti4+2(Si4O12)2O2(OH)4F(H2O)2;Na Mn Ti Si O H F;triclinic
Heyite;Pb2+5Fe2+2O4(V5+O4)2;Pb Fe O V;monoclinic
Heyrovsk?ite;Pb2+6Bi3+2S2-9;Pb Bi S;orthorhombic
Hezuolinite;(Sr,REE)4Zr4+(Ti4+,Fe3+,Fe2+)2Ti4+2O8(Si2O7)2;Sr REE Zr Ti Fe O Si;monoclinic
Hi?rneite;Ca2Zr4+4Mn3+Sb5+Ti4+O16;Ca Zr Mn Sb Ti O;tetragonal
Hibbingite;Fe2+2(OH)3Cl;Fe O H Cl;orthorhombic
Hibonite;CaAl12O19;Ca Al O;hexagonal
Hidalgoite;Pb2+Al3(S6+O4)(As5+O4)(OH)6;Pb Al S O As H;hexagonal
Hielscherite;Ca3Si(S6+O4)(S4+O3)(OH)6·11H2O;Ca Si S O H;hexagonal
Hieratite;K2SiF6;K Si F;cubic
Hilairite;Na2Zr4+Si3O9·3H2O;Na Zr Si O H;hexagonal
Hilarionite;Fe3+2(S6+O4)(As5+O4)(OH)·6H2O;Fe S O As H;monoclinic
Hilgardite;Ca2B5O9Cl·H2O;Ca B O Cl H;monoclinic|triclinic
Hillebrandite;Ca2SiO3(OH)2;Ca Si O H;orthorhombic
Hillesheimite;(K,Ca,Ba,[box])2(Mg,Fe2+,Ca,[box])2[(Si,Al)13O23(OH)6](OH)·8H2O;K Ca Ba Mg Fe Si Al O H;orthorhombic
Hillite;Ca2Zn2+(PO4)2·2H2O;Ca Zn P O H;triclinic
Hingganite-(Ce);BeCe3+(SiO4)(OH);Be Ce Si O H;monoclinic
Hingganite-(Nd);Nd2[box]Be2Si2O8(OH)2;Nd Be Si O H;monoclinic
Hingganite-(Y);BeY(SiO4)(OH);Be Y Si O H;monoclinic
Hingganite-(Yb);BeYb3+(SiO4)(OH);Be Yb Si O H;monoclinic
Hinokageite;Mn2+Mg(SiO4);Mn Mg Si O;orthorhombic
